Campus,Algebra_Rate,Biology_Rate,English_Rate,US_History_Rate,Class_Size_English,Class_Size_Math,Class_Size_Sci,Class_Size_Soc_Stud,Teacher_Beginning_Count,Teacher_Beginning_Percent,Teacher_1-5_Years_Count,Teacher_1-5_Years_Percent,Teacher_6-10_Years_Count,Teacher_6-10_Years_Percent,Teacher_11-20_Years_Count,Teacher_11-20_Years_Percent,Teacher_More_Than_20_Years_Count,Teacher_More_Than_20_Years_Percent,Teacher_BA_Degree_Count,Teacher_BA_Degree_Percent,Teacher_Experience_Average,Teacher_Student_Ratio,Teacher_MS_Degree_Count,Teacher_MS_Degree_Percent,Teacher_No_Degree_Count,Teacher_No_Degree_Percent,Teacher_PH_Degree_Count,Teacher_PH_Degree_Percent,Teacher_Tenure_Average,Campus_Name,County_Name,County,District_Name,District,Region,Region_Name,Median_Household_Income,Gini_Index,Median_Family_Income,Poverty_Rate,Avg_Max_Temp,Avg_Min_Temp
108807007,86.0,75.0,49.0,81.0,18.1,20.3,19.1,24.9,1.3,9.9,6.9,53.8,1.6,12.8,2.6,20.8,0.3,2.7,11.4,89.2,6.2,-2.0,1.4,10.8,0.0,0.0,0.0,0.0,2.0,IDEA COLLEGE PREPARATORY ALAMO,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807008,65.0,0.0,58.0,91.0,21.3,18.0,19.3,20.6,4.1,24.1,6.9,40.7,3.3,19.6,2.4,14.5,0.2,1.1,15.7,92.9,5.0,45.3,1.2,7.1,0.0,0.0,0.0,0.0,1.5,IDEA COLLEGE PREPARATORY PHARR,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807009,76.0,90.0,72.0,84.0,17.2,17.1,16.3,18.1,0.4,3.0,7.0,47.1,5.3,35.7,1.7,11.7,0.4,2.5,11.4,76.8,5.4,48.5,3.5,23.2,0.0,0.0,0.0,0.0,2.0,IDEA EDINBURG COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807010,64.0,78.0,71.0,77.0,26.3,24.0,22.4,25.7,3.0,21.9,6.5,47.6,1.9,14.0,1.8,13.4,0.4,3.0,9.9,73.2,4.7,-2.0,3.6,26.8,0.0,0.0,0.0,0.0,2.0,IDEA COLLEGE PREP WESLACO,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807011,93.0,88.0,81.0,86.0,19.4,18.9,17.3,19.4,5.7,31.7,5.8,32.6,4.3,23.9,1.7,9.6,0.4,2.2,14.1,79.0,4.9,43.1,3.8,21.0,0.0,0.0,0.0,0.0,1.7,IDEA MCALLEN COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807012,56.0,82.0,60.0,76.0,19.5,19.5,17.7,18.4,4.7,28.5,7.2,43.3,1.7,10.4,1.6,9.8,1.3,8.0,14.2,86.0,5.7,45.6,2.3,14.0,0.0,0.0,0.0,0.0,1.8,IDEA BROWNSVILLE COLLEGE PREPARATO,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807018,69.0,93.0,86.0,100.0,9.2,4.7,7.8,9.9,0.9,44.6,0.8,38.9,0.3,16.2,0.0,0.2,0.0,0.0,0.9,43.3,4.2,-2.0,1.2,56.7,0.0,0.0,0.0,0.0,1.9,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807020,97.0,94.0,82.0,85.0,17.8,17.5,15.9,17.1,86.6,31.0,132.3,47.3,36.2,12.9,19.5,7.0,5.2,1.9,226.2,80.8,3.3,2.2,51.9,18.6,0.0,0.0,1.6,0.6,1.2,IDEA CARVER COLLEGE PREPARATORY,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807021,82.0,81.0,77.0,87.0,19.7,17.1,15.9,18.4,3.6,25.6,7.1,50.5,1.7,11.7,1.3,9.1,0.4,3.0,11.2,79.5,3.7,47.7,2.5,17.6,0.4,2.8,0.0,0.0,1.4,IDEA SOUTH FLORES COLLEGE PREPARAT,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108807035,71.0,77.0,58.0,81.0,16.8,19.2,19.6,19.3,6.0,38.3,7.4,47.0,1.2,7.9,1.1,6.8,0.0,0.0,10.9,69.9,2.5,47.2,4.3,27.4,0.1,0.4,0.4,2.3,1.0,IDEA MONTOPOLIS COLLEGE PREPARATOR,HIDALGO,108,IDEA PUBLIC SCHOOLS,108807,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108808101,76.0,70.0,63.0,86.0,16.3,16.7,18.7,18.5,1.8,1.8,52.5,51.4,19.5,19.1,23.0,22.5,5.4,5.3,70.7,69.2,7.3,16.6,31.5,30.8,0.0,0.0,0.0,0.0,3.4,VANGUARD REMBRANDT,HIDALGO,108,VANGUARD ACADEMY,108808,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108808104,70.0,81.0,61.0,79.0,12.1,12.5,15.9,14.9,0.0,0.0,39.5,65.1,7.3,12.1,13.9,22.8,0.0,0.0,45.3,74.7,5.6,15.2,15.4,25.3,0.0,0.0,0.0,0.0,2.3,VANGUARD MOZART,HIDALGO,108,VANGUARD ACADEMY,108808,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108902001,44.0,48.0,35.0,67.0,18.2,18.4,22.4,24.6,8.0,5.2,50.9,33.5,30.2,19.8,43.2,28.4,19.9,13.1,117.4,77.1,10.9,13.4,29.4,19.3,3.7,2.5,1.8,1.1,8.6,DONNA H S,HIDALGO,108,DONNA ISD,108902,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108902006,13.0,8.0,8.0,20.0,12.3,12.2,11.5,12.2,0.0,0.0,5.0,34.8,5.0,34.8,0.4,2.5,4.0,27.9,10.4,72.1,11.1,11.0,4.0,27.9,0.0,0.0,0.0,0.0,8.7,3D ACADEMY,HIDALGO,108,DONNA ISD,108902,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108902007,33.0,45.0,25.0,66.0,19.2,20.5,21.6,21.8,18.8,12.4,59.0,39.0,30.0,19.8,27.5,18.1,16.2,10.7,132.2,87.3,8.1,14.4,15.0,9.9,4.2,2.8,0.0,0.0,6.1,DONNA NORTH H S,HIDALGO,108,DONNA ISD,108902,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108903001,37.0,49.0,31.0,79.0,17.9,19.3,18.2,18.3,5.8,5.6,26.8,25.6,22.2,21.2,28.7,27.4,21.2,20.3,95.0,90.7,12.0,13.5,9.7,9.3,0.0,0.0,0.0,0.0,9.4,EDCOUCH-ELSA H S,HIDALGO,108,EDCOUCH-ELSA ISD,108903,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108903004,0.0,36.0,0.0,61.0,7.0,6.2,7.0,6.3,0.0,0.0,2.0,40.0,2.0,40.0,0.0,0.0,1.0,20.0,5.0,100.0,9.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.8,EDCOUCH-ELSA H S ACADEMY,HIDALGO,108,EDCOUCH-ELSA ISD,108903,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108904001,50.0,49.0,33.0,57.0,14.6,16.6,17.3,17.3,6.0,3.4,37.9,21.3,46.7,26.2,56.6,31.8,30.9,17.4,132.2,74.2,12.8,14.2,44.0,24.7,2.0,1.1,0.0,0.0,9.7,EDINBURG H S,HIDALGO,108,EDINBURG CISD,108904,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108904002,61.0,46.0,31.0,61.0,15.7,15.8,17.5,17.3,6.0,3.4,32.7,18.6,36.0,20.4,59.6,33.8,42.0,23.8,123.4,70.0,14.4,15.1,50.0,28.3,2.0,1.1,1.0,0.6,10.5,ECONOMEDES H S,HIDALGO,108,EDINBURG CISD,108904,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108904003,56.0,56.0,38.0,78.0,14.1,14.9,17.1,17.6,2.7,1.4,37.9,19.0,38.3,19.2,63.2,31.7,57.0,28.6,133.6,67.1,15.5,13.7,58.6,29.4,7.0,3.5,0.0,0.0,12.9,EDINBURG NORTH H S,HIDALGO,108,EDINBURG CISD,108904,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108904006,81.0,55.0,52.0,66.0,15.0,16.7,20.2,17.7,7.0,4.3,33.4,20.3,33.0,20.0,61.3,37.2,30.1,18.3,116.2,70.6,13.1,14.3,40.5,24.6,7.9,4.8,0.0,0.0,8.8,ROBERT R VELA H S,HIDALGO,108,EDINBURG CISD,108904,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108905001,42.0,47.0,29.0,58.0,22.1,19.5,18.9,20.9,4.0,5.2,19.8,26.3,18.6,24.6,18.7,24.7,14.5,19.2,47.6,63.1,12.4,14.0,26.8,35.5,1.0,1.3,0.0,0.0,7.4,HIDALGO EARLY COLLEGE H S,HIDALGO,108,HIDALGO ISD,108905,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108906001,49.0,55.0,50.0,72.0,19.5,20.7,22.6,25.5,5.0,2.8,44.7,25.1,30.7,17.2,54.7,30.8,42.8,24.1,127.6,71.7,13.7,13.0,46.1,25.9,4.2,2.3,0.0,0.0,9.6,MCALLEN H S,HIDALGO,108,MCALLEN ISD,108906,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108906002,45.0,52.0,47.0,79.0,17.6,18.3,22.5,23.3,5.8,4.0,30.6,21.3,27.8,19.3,50.5,35.1,29.1,20.2,105.4,73.3,13.7,15.1,34.4,23.9,3.0,2.1,1.0,0.7,10.0,MEMORIAL H S,HIDALGO,108,MCALLEN ISD,108906,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108906006,60.0,60.0,49.0,76.0,21.4,22.1,24.5,26.9,3.3,2.4,32.8,23.8,29.5,21.4,40.3,29.3,31.6,23.0,97.9,71.2,13.4,15.5,37.8,27.5,0.8,0.6,1.0,0.7,9.4,ROWE H S,HIDALGO,108,MCALLEN ISD,108906,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108906007,33.0,44.0,33.0,60.0,2.2,1.4,2.0,2.1,0.4,1.8,5.9,24.6,3.0,12.5,5.4,22.5,9.3,38.6,16.0,66.7,14.7,4.9,7.1,29.8,0.8,3.5,0.0,0.0,12.0,LAMAR ACADEMY,HIDALGO,108,MCALLEN ISD,108906,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108906011,100.0,89.0,84.0,99.0,20.8,16.7,19.3,22.1,0.4,1.6,2.3,9.7,6.1,25.3,8.6,35.7,6.6,27.7,13.8,57.5,16.6,20.1,10.0,41.7,0.2,0.8,0.0,0.0,12.3,ACHIEVE EARLY COLLEGE H S,HIDALGO,108,MCALLEN ISD,108906,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108907001,25.0,34.0,25.0,64.0,13.4,13.5,17.2,14.9,6.4,7.7,33.3,40.5,12.0,14.6,22.7,27.6,7.9,9.6,67.9,82.5,10.0,12.4,11.0,13.4,2.4,3.0,1.0,1.2,7.8,MERCEDES H S,HIDALGO,108,MERCEDES ISD,108907,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108907002,9.0,0.0,4.0,8.0,,15.0,,,0.6,8.1,0.0,0.0,3.8,51.3,2.9,38.6,0.1,1.9,6.7,89.6,12.7,10.3,0.8,10.4,0.0,0.0,0.0,0.0,11.6,MERCEDES ACADEMIC ACADEMY,HIDALGO,108,MERCEDES ISD,108907,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108907006,85.0,73.0,67.0,79.0,22.6,22.3,20.4,22.8,1.0,4.7,6.1,29.0,1.0,4.7,8.5,40.6,4.4,20.9,16.6,78.9,13.3,20.4,4.5,21.1,0.0,0.0,0.0,0.0,10.7,MERCEDES EARLY COLLEGE ACADEMY,HIDALGO,108,MERCEDES ISD,108907,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108908001,57.0,38.0,35.0,54.0,19.7,19.9,18.9,20.6,3.6,2.2,58.8,35.9,27.2,16.6,38.7,23.7,35.4,21.6,123.2,75.2,12.2,14.0,36.3,22.2,4.3,2.6,0.0,0.0,9.5,MISSION H S,HIDALGO,108,MISSION CISD,108908,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108908002,52.0,42.0,42.0,61.0,22.0,22.5,21.5,23.0,0.9,0.8,27.1,21.7,21.8,17.5,46.4,37.2,28.5,22.8,95.1,76.3,14.2,14.7,26.1,20.9,3.5,2.8,0.0,0.0,11.1,VETERANS MEMORIAL H S,HIDALGO,108,MISSION CISD,108908,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108908004,80.0,87.0,81.0,94.0,19.5,19.3,22.3,18.0,1.0,3.7,7.2,26.9,7.0,26.1,7.9,29.2,3.8,14.1,16.8,62.5,13.6,15.1,10.1,37.5,0.0,0.0,0.0,0.0,9.0,MISSION COLLEGIATE H S,HIDALGO,108,MISSION CISD,108908,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909001,76.0,56.0,46.0,65.0,17.0,22.0,20.8,22.1,8.5,5.8,46.3,31.8,22.4,15.4,43.8,30.1,24.6,16.9,97.4,66.9,11.2,15.4,36.3,24.9,10.8,7.4,1.0,0.7,8.3,PSJA EARLY COLLEGE H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909002,62.0,38.0,37.0,65.0,16.7,18.9,19.8,19.9,6.4,4.6,31.3,22.6,36.8,26.6,39.7,28.7,24.2,17.5,103.8,75.0,11.8,13.1,24.6,17.8,10.0,7.2,0.0,0.0,8.8,PSJA MEMORIAL EARLY COLLEGE H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909003,69.0,42.0,39.0,55.0,18.8,18.6,17.7,20.4,3.0,1.9,41.5,27.0,34.5,22.4,50.0,32.5,25.0,16.2,100.7,65.4,12.2,14.0,43.8,28.5,7.5,4.9,2.0,1.3,9.2,PSJA NORTH EARLY COLLEGE H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909005,13.0,7.0,26.0,62.0,6.4,5.0,8.4,8.5,2.9,23.6,1.6,13.0,2.8,22.8,3.0,24.4,2.0,16.1,9.1,73.5,10.6,7.7,3.3,26.5,0.0,0.0,0.0,0.0,9.0,PSJA SONIA M SOTOMAYOR H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909006,11.0,8.0,4.0,8.0,15.4,4.5,7.0,6.6,2.9,10.2,6.1,21.1,9.4,32.6,6.0,20.9,4.4,15.3,18.9,65.8,11.2,12.3,6.4,22.2,3.4,11.9,0.0,0.0,8.2,ELVIS J BALLEW H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909007,78.0,41.0,40.0,61.0,15.1,16.8,17.5,18.5,10.1,7.2,47.3,33.7,36.9,26.3,36.6,26.1,9.4,6.7,92.6,66.0,8.7,12.2,36.8,26.2,9.9,7.0,1.0,0.7,5.7,PSJA SOUTHWEST EARLY COLLEGE H S,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108909009,58.0,60.0,56.0,77.0,21.6,20.3,25.3,25.2,3.0,7.1,14.3,34.0,18.0,42.7,4.2,9.9,2.6,6.3,22.6,53.6,8.3,19.1,16.6,39.5,1.3,3.0,1.6,3.9,6.4,PSJA THOMAS JEFFERSON T-STEM EARLY,HIDALGO,108,PHARR-SAN JUAN-ALAMO ISD,108909,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108910001,21.0,41.0,26.0,51.0,13.8,18.5,17.2,21.4,0.0,0.0,9.0,21.4,9.0,21.4,17.0,40.5,7.0,16.7,28.0,66.7,13.1,12.2,12.0,28.6,1.0,2.4,1.0,2.4,6.9,PROGRESO H S,HIDALGO,108,PROGRESO ISD,108910,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108911001,70.0,70.0,66.0,80.0,18.4,24.1,23.2,22.2,1.0,0.9,12.5,11.3,25.3,22.9,37.8,34.2,34.0,30.7,85.1,77.0,16.2,14.1,24.2,21.9,1.3,1.1,0.0,0.0,9.9,SHARYLAND H S,HIDALGO,108,SHARYLAND ISD,108911,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108911007,60.0,73.0,58.0,78.0,21.5,22.5,24.3,26.8,1.9,2.0,10.9,11.1,25.4,25.9,35.3,35.9,24.6,25.1,69.1,70.4,14.3,15.8,26.4,26.9,2.7,2.7,0.0,0.0,7.8,SHARYLAND PIONEER H S,HIDALGO,108,SHARYLAND ISD,108911,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108911008,79.0,91.0,86.0,91.0,21.8,17.9,22.1,22.9,0.0,0.0,2.3,15.0,4.6,30.2,6.3,41.2,2.1,13.6,3.4,22.1,13.0,25.3,11.9,77.9,0.0,0.0,0.0,0.0,5.9,SHARYLAND ADVANCED ACADEMIC ACADEM,HIDALGO,108,SHARYLAND ISD,108911,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108912001,65.0,50.0,34.0,60.0,12.2,11.8,14.0,15.6,10.6,5.6,49.1,26.2,45.0,24.0,45.7,24.3,37.3,19.9,125.9,67.1,12.3,15.4,55.1,29.3,6.5,3.4,0.3,0.1,9.8,LA JOYA H S,HIDALGO,108,LA JOYA ISD,108912,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108912004,45.0,37.0,23.0,51.0,14.7,16.2,15.8,19.4,11.1,6.0,75.7,41.1,34.5,18.7,42.5,23.1,20.3,11.1,140.2,76.2,9.9,13.2,34.6,18.8,9.0,4.9,0.3,0.2,8.3,JUAREZ-LINCOLN H S,HIDALGO,108,LA JOYA ISD,108912,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108912007,63.0,43.0,31.0,51.0,12.7,14.3,13.4,18.4,5.9,4.0,25.8,17.4,30.6,20.7,59.5,40.2,26.2,17.7,94.9,64.1,12.8,14.8,43.6,29.4,9.3,6.3,0.3,0.2,10.7,LA JOYA PALMVIEW H S,HIDALGO,108,LA JOYA ISD,108912,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108912008,98.0,91.0,70.0,89.0,15.5,16.1,17.6,15.7,0.7,3.0,8.1,33.7,4.3,18.0,8.6,35.6,2.4,9.7,11.3,46.9,11.6,14.6,12.8,53.1,0.0,0.0,0.0,0.0,10.0,JIMMY CARTER EARLY COLLEGE H S,HIDALGO,108,LA JOYA ISD,108912,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108912010,98.0,86.0,70.0,99.0,17.0,15.2,20.5,17.2,1.3,4.7,4.0,15.0,7.1,26.2,11.5,42.5,3.1,11.6,13.0,47.9,12.0,15.1,12.4,45.8,1.7,6.3,0.0,0.0,10.3,THELMA ROSA SALINAS STEM EARLY COL,HIDALGO,108,LA JOYA ISD,108912,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108913001,39.0,65.0,36.0,55.0,16.5,18.2,19.0,24.9,3.5,2.2,28.1,17.5,36.9,23.0,51.6,32.2,40.0,25.0,100.4,62.7,14.6,15.2,50.3,31.4,8.4,5.3,1.0,0.6,11.2,WESLACO H S,HIDALGO,108,WESLACO ISD,108913,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108913003,80.0,0.0,24.0,34.0,4.5,4.7,7.0,7.0,0.0,0.0,0.0,0.0,3.8,55.9,1.0,14.7,2.0,29.4,4.8,70.6,14.4,10.4,1.0,14.7,0.0,0.0,1.0,14.7,9.3,SOUTH PALM GARDENS H S,HIDALGO,108,WESLACO ISD,108913,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108913006,48.0,48.0,27.0,48.0,18.4,20.9,18.6,24.8,3.1,2.2,15.9,11.2,27.9,19.5,45.9,32.1,50.2,35.1,96.4,67.4,16.7,14.3,41.9,29.3,3.7,2.6,1.0,0.7,12.9,WESLACO EAST H S,HIDALGO,108,WESLACO ISD,108913,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108913009,30.0,71.0,34.0,66.0,13.3,16.5,15.1,18.8,0.9,5.6,4.7,30.2,3.2,20.1,4.5,29.0,2.4,15.1,11.4,72.7,12.5,14.4,4.3,27.3,0.0,0.0,0.0,0.0,8.3,WESLACO 21ST CENTURY CTE EARLY COL,HIDALGO,108,WESLACO ISD,108913,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108914001,28.0,23.0,36.0,68.0,11.0,13.7,13.2,11.8,2.0,10.6,4.0,21.3,5.0,26.6,5.1,27.1,2.7,14.4,14.9,79.2,11.0,9.5,3.9,20.8,0.0,0.0,0.0,0.0,6.4,LA VILLA EARLY COLLEGE H S,HIDALGO,108,LA VILLA ISD,108914,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108915001,31.0,23.0,24.0,38.0,11.2,10.0,10.5,8.2,0.0,0.0,6.0,30.9,2.0,10.3,6.4,33.0,5.0,25.8,14.9,76.9,13.2,13.2,3.5,17.9,1.0,5.2,0.0,0.0,5.2,MONTE ALTO H S,HIDALGO,108,MONTE ALTO ISD,108915,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
108916001,66.0,64.0,37.0,75.0,17.6,23.2,21.7,22.8,0.0,0.0,18.2,27.8,7.9,12.1,31.6,48.1,7.9,12.0,48.1,73.3,12.0,17.7,17.5,26.7,0.0,0.0,0.0,0.0,8.3,VALLEY VIEW H S,HIDALGO,108,VALLEY VIEW ISD,108916,01,EDINBURG,40014.0,0.4867,44259.0,29.336534233888692,96.91,67.18
109901001,63.0,83.0,68.0,67.0,9.6,13.5,13.6,11.1,2.1,8.8,2.0,8.2,5.0,20.6,8.1,33.5,7.0,28.9,20.1,83.0,14.8,11.4,4.1,17.0,0.0,0.0,0.0,0.0,9.2,ABBOTT SCHOOL,HILL,109,ABBOTT ISD,109901,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109902001,14.0,48.0,45.0,67.0,11.3,9.9,15.5,11.6,0.5,2.9,3.0,17.3,2.0,11.5,8.9,51.1,3.0,17.3,9.5,54.7,13.7,11.8,7.9,45.3,0.0,0.0,0.0,0.0,3.9,BYNUM SCHOOL,HILL,109,BYNUM ISD,109902,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109903001,33.0,59.0,48.0,60.0,7.2,11.2,10.6,9.0,3.0,12.9,4.9,21.1,4.9,21.1,6.4,27.8,3.9,17.1,19.6,84.9,11.2,12.7,3.5,15.1,0.0,0.0,0.0,0.0,3.9,COVINGTON SCHOOL,HILL,109,COVINGTON ISD,109903,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109904001,28.0,52.0,46.0,58.0,13.7,15.5,16.1,17.9,5.0,10.9,8.5,18.6,11.0,23.9,13.6,29.7,7.8,17.0,35.0,76.1,12.8,11.4,11.0,23.9,0.0,0.0,0.0,0.0,6.2,HILLSBORO H S,HILL,109,HILLSBORO ISD,109904,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109905001,29.0,48.0,26.0,69.0,13.6,14.1,18.0,17.8,0.0,0.0,2.3,13.8,0.0,0.0,6.8,40.2,7.8,46.0,12.8,75.7,19.8,12.6,4.1,24.3,0.0,0.0,0.0,0.0,13.7,HUBBARD H S,HILL,109,HUBBARD ISD,109905,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109907001,53.0,56.0,56.0,35.0,8.7,12.1,13.6,12.1,1.0,5.1,6.4,32.5,3.0,15.3,6.5,32.9,2.8,14.3,13.6,69.5,11.6,10.1,6.0,30.5,0.0,0.0,0.0,0.0,5.9,ITASCA H S,HILL,109,ITASCA ISD,109907,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109911001,38.0,56.0,43.0,60.0,10.4,13.6,14.0,18.4,0.6,1.9,9.4,27.7,1.5,4.3,13.3,39.1,9.2,27.1,29.3,86.2,14.7,12.5,4.7,13.8,0.0,0.0,0.0,0.0,6.2,WHITNEY H S,HILL,109,WHITNEY ISD,109911,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109912001,83.0,67.0,56.0,76.0,11.0,16.1,13.1,12.4,2.9,11.3,3.9,15.0,8.8,34.1,5.8,22.6,4.4,17.0,23.3,90.1,10.7,12.9,2.6,9.9,0.0,0.0,0.0,0.0,4.8,AQUILLA SCHOOL,HILL,109,AQUILLA ISD,109912,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
109914001,47.0,65.0,62.0,85.0,9.2,10.3,8.8,12.0,0.0,0.0,4.0,19.6,7.0,34.2,6.5,31.6,3.0,14.7,16.0,78.2,11.7,9.8,4.5,21.8,0.0,0.0,0.0,0.0,7.8,PENELOPE SCHOOL,HILL,109,PENELOPE ISD,109914,12,WACO,53307.0,0.4401,62965.0,12.281095015270813,87.27,55.82
110902001,66.0,59.0,52.0,67.0,14.5,15.3,17.4,16.4,6.5,10.3,12.4,19.5,10.0,15.8,19.6,30.9,14.8,23.5,42.8,67.6,13.8,11.9,18.0,28.4,2.5,4.0,0.0,0.0,8.6,LEVELLAND H S,HOCKLEY,110,LEVELLAND ISD,110902,17,LUBBOCK,48248.0,0.428,56607.0,15.87755809920222,87.0,43.64
110905001,36.0,95.0,56.0,71.0,13.7,12.7,13.4,16.3,1.0,2.4,5.0,12.2,5.0,12.2,13.2,32.1,16.9,41.1,33.9,82.4,17.5,11.7,6.0,14.6,1.0,2.4,0.2,0.6,9.8,ROPES SCHOOL,HOCKLEY,110,ROPES ISD,110905,17,LUBBOCK,48248.0,0.428,56607.0,15.87755809920222,87.0,43.64
